"",4.1,35,https://www.amazon.com/HP-Premium-Dual-Core-Bluetooth-Windows/dp/B07L9MM5RN,https://m.media-amazon.com/images/I/61GTJ93v7LL.jpg,B07L9MM5RN
"",4.2,127,https://www.amazon.com/HP-Pavilion-Touschscreen-i3-8130U-Digital/dp/B07KQXQWK1,https://m.media-amazon.com/images/I/715Qq6H9vyL.jpg,B07KQXQWK1
"",3.6,162,https://www.amazon.com/Vivobook-Lightweight-Celeron-Processor-802-11AC/dp/B07KCM4TCS,https://m.media-amazon.com/images/I/51RJskKPMJL.jpg,B07KCM4TCS
"",3.9,120,https://www.amazon.com/HP-Stream-Laptop-Office-Personal/dp/B07L49MY9H,https://m.media-amazon.com/images/I/814S0d9mABL.jpg,B07L49MY9H
"",3.6,918,https://www.amazon.com/Acer-Aspire-i3-8130U-Memory-E5-576-392H/dp/B079TGL2BZ,https://m.media-amazon.com/images/I/618oANL1phL.jpg,B079TGL2BZ
"",3.6,128,https://www.amazon.com/HP-15-6-Inch-Touchscreen-Pentium-DDR4-2400/dp/B07KDQW7Q1,https://m.media-amazon.com/images/I/71jL1pMWHsL.jpg,B07KDQW7Q1
"",2.9,618,https://www.amazon.com/Samsung-Chromebook-Wi-Fi-11-6-Inch-Refurbished/dp/B00M9K7L8S,https://m.media-amazon.com/images/I/61-LLdRCJ9L.jpg,B00M9K7L8S
"",3.8,1405,https://www.amazon.com/VivoBook-Nanoedge-i5-8250U-Processor-Fingerprint/dp/B0762S8PYM,https://m.media-amazon.com/images/I/81JiWgGRqxL.jpg,B0762S8PYM
"",3.3,438,https://www.amazon.com/Lenovo-Display-A12-9720P-Bluetooth-Earphone/dp/B0748YG81P,https://m.media-amazon.com/images/I/61hoTcz8p0L.jpg,B0748YG81P
"",4.3,300,https://www.amazon.com/Lenovo-Chromebook-Convertible-11-6-Inch-81HY0000US/dp/B07GM2J11Q,https://m.media-amazon.com/images/I/61UFN2ttPVL.jpg,B07GM2J11Q
"",4.0,909,https://www.amazon.com/Acer-Aspire-i5-8250U-GeForce-E5-576G-5762/dp/B075FLBJV7,https://m.media-amazon.com/images/I/71HaIH7W5gL.jpg,B075FLBJV7
"",4.0,104,https://www.amazon.com/Fusion5-11-6-Full-Laptop-Computer/dp/B07HB744Y1,https://m.media-amazon.com/images/I/61jZLDYJ06L.jpg,B07HB744Y1
"",4.0,1508,https://www.amazon.com/Chromebook-C202SA-YS02-Ruggedized-Resistant-Celeron/dp/B01DBGVB7K,https://m.media-amazon.com/images/I/71S3Rnugf7L.jpg,B01DBGVB7K
"",4.8,8,https://www.amazon.com/HP-Flagship-Notebook-Computer-Bluetooth/dp/B07FM2MJQ8,https://m.media-amazon.com/images/I/615sXJ08sPL.jpg,B07FM2MJQ8
"",4.0,1508,https://www.amazon.com/Chromebook-C202SA-YS02-Ruggedized-Resistant-Celeron/dp/B01DBGVB7K,https://m.media-amazon.com/images/I/71S3Rnugf7L.jpg,B01DBGVB7K
"",3.7,110,https://www.amazon.com/Dell-Inspiron-5000-Theoretical-i5379-5893GRY-PUS/dp/B0764LNTCZ,https://m.media-amazon.com/images/I/71SdUR2CCUL.jpg,B0764LNTCZ
"",3.6,182,https://www.amazon.com/8th-Gen-i5-8300H-GeForce-FireCuda-Windows/dp/B07BP9QG2J,https://m.media-amazon.com/images/I/8176I7k3nGL.jpg,B07BP9QG2J
"",4.0,1027,https://www.amazon.com/Acer-Chromebook-Convertible-11-6-Inch-CB5-132T-C1LK/dp/B01J42JPJG,https://m.media-amazon.com/images/I/818mkn+SPLL.jpg,B01J42JPJG
"",4.0,104,https://www.amazon.com/Fusion5-11-6-Full-Laptop-Computer/dp/B07HB744Y1,https://m.media-amazon.com/images/I/61jZLDYJ06L.jpg,B07HB744Y1
"",3.9,332,https://www.amazon.com/Acer-Chromebook-Celeron-Storage-CB3-132-C4VV/dp/B0795W86N4,https://m.media-amazon.com/images/I/81kcNF25PAL.jpg,B0795W86N4
"",4.0,1171,https://www.amazon.com/C302CA-DHM4-Chromebook-12-5-inch-Touchscreen-Convertible/dp/B01N5G5PG2,https://m.media-amazon.com/images/I/81ZLyZZzJ1L.jpg,B01N5G5PG2
"",3.9,105,https://www.amazon.com/S510UN-EH76-VivoBook-i7-8550U-GeForce-Windows/dp/B0786TPWBP,https://m.media-amazon.com/images/I/91ehLVjCiPL.jpg,B0786TPWBP
"",4.2,52,https://www.amazon.com/HP-Premium-Pavilion-Touchscreen-Bluetooth/dp/B07KB45M3B,https://m.media-amazon.com/images/I/81O4fuT-P6L.jpg,B07KB45M3B
"",4.6,65,https://www.amazon.com/HP-2019-14-Laptop-14-CF0014DX/dp/B07KNLVRJ2,https://m.media-amazon.com/images/I/81ajB+VA9iL.jpg,B07KNLVRJ2
"",4.0,764,https://www.amazon.com/Acer-Flagship-CB3-532-Premium-Chromebook/dp/B06XD3LXXK,https://m.media-amazon.com/images/I/51840t+tcFL.jpg,B06XD3LXXK
"",3.7,184,https://www.amazon.com/Acer-A114-32-C1YA-Celeron-Personal-Windows/dp/B07D97S1CR,https://m.media-amazon.com/images/I/71OYojcRHaL.jpg,B07D97S1CR
